input_path,input_name,group_label,sequence_index,sequence_key,source_name,video_name,clip_name,source_path,source_file,num_frames
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,0,project_converted_exp::seq_00000,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4__68891-00_01_40-00_01_46,2nd_Order_Rate_Laws-6BZb96mqmbg.mp4,68891-00_01_40-00_01_46,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/2nd_Order_Rate_Laws-6BZb96mqmbg.mp4/68891-00_01_40-00_01_46/68891-00_01_40-00_01_46.pkl,68891-00_01_40-00_01_46.pkl,180
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,1,project_converted_exp::seq_00001,Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv__67729-00_03_04-00_03_14,Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv,67729-00_03_04-00_03_14,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv/67729-00_03_04-00_03_14/67729-00_03_04-00_03_14.pkl,67729-00_03_04-00_03_14.pkl,300
collection/ruiheadstudio/flame_collections/talkshow/project_converted_exp.npy,project_converted_exp,talkshow,2,project_converted_exp::seq_00002,Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv__67729-00_03_14-00_03_19,Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv,67729-00_03_14-00_03_19,talkshow/ExpressiveWholeBodyDatasetReleaseV1.0/chemistry/Ion_Energy_Levels_Quiz-V-FBHIdXk20.mkv/67729-00_03_14-00_03_19/67729-00_03_14-00_03_19.pkl,67729-00_03_14-00_03_19.pkl,150
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video-nQ8Fhf_uSg-scene62.npy,video-nQ8Fhf_uSg-scene62,talkvid,0,video-nQ8Fhf_uSg-scene62::seq_00000,-nQ8Fhf_uSg__video-nQ8Fhf_uSg-scene62,-nQ8Fhf_uSg,video-nQ8Fhf_uSg-scene62,https://www.youtube.com/watch?v=-nQ8Fhf_uSg,video-nQ8Fhf_uSg-scene62.mp4,205
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video2bUfUN9wUrs-scene306.npy,video2bUfUN9wUrs-scene306,talkvid,0,video2bUfUN9wUrs-scene306::seq_00000,2bUfUN9wUrs__video2bUfUN9wUrs-scene306,2bUfUN9wUrs,video2bUfUN9wUrs-scene306,https://www.youtube.com/watch?v=2bUfUN9wUrs,video2bUfUN9wUrs-scene306.mp4,293
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video3938_IQnSkNTixtY-scene6.npy,video3938_IQnSkNTixtY-scene6,talkvid,0,video3938_IQnSkNTixtY-scene6::seq_00000,IQnSkNTixtY&t=94s__video3938_IQnSkNTixtY-scene6,IQnSkNTixtY&t=94s,video3938_IQnSkNTixtY-scene6,https://www.youtube.com/watch?v=IQnSkNTixtY&t=94s,video3938_IQnSkNTixtY-scene6.mp4,232
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video8341_vqP5ukwyfp0-scene238.npy,video8341_vqP5ukwyfp0-scene238,talkvid,0,video8341_vqP5ukwyfp0-scene238::seq_00000,vqP5ukwyfp0__video8341_vqP5ukwyfp0-scene238,vqP5ukwyfp0,video8341_vqP5ukwyfp0-scene238,https://www.youtube.com/watch?v=vqP5ukwyfp0,video8341_vqP5ukwyfp0-scene238.mp4,124
collection/ruiheadstudio/flame_collections/talkvid/per_clip/videoLDJh_1tp9OE-scene236.npy,videoLDJh_1tp9OE-scene236,talkvid,0,videoLDJh_1tp9OE-scene236::seq_00000,https://youtu.be/LDJh_1tp9OE?si=zIo6EG86IRYSwr47__videoLDJh_1tp9OE-scene236,https://youtu.be/LDJh_1tp9OE?si=zIo6EG86IRYSwr47,videoLDJh_1tp9OE-scene236,https://youtu.be/LDJh_1tp9OE?si=zIo6EG86IRYSwr47,videoLDJh_1tp9OE-scene236.mp4,177
collection/ruiheadstudio/flame_collections/talkvid/per_clip/videoLxp27d4k7dE-scene19.npy,videoLxp27d4k7dE-scene19,talkvid,0,videoLxp27d4k7dE-scene19::seq_00000,Lxp27d4k7dE__videoLxp27d4k7dE-scene19,Lxp27d4k7dE,videoLxp27d4k7dE-scene19,https://www.youtube.com/watch?v=Lxp27d4k7dE,videoLxp27d4k7dE-scene19.mp4,215
collection/ruiheadstudio/flame_collections/talkvid/per_clip/videoMLFmMo3ItUE-scene19.npy,videoMLFmMo3ItUE-scene19,talkvid,0,videoMLFmMo3ItUE-scene19::seq_00000,videoMLFmMo3ItUE-scene19__videoMLFmMo3ItUE-scene19,videoMLFmMo3ItUE-scene19,videoMLFmMo3ItUE-scene19,/home/rui/of_work/code/ruiHeadStudio/data/talkvid/clips/videoMLFmMo3ItUE-scene19/videoMLFmMo3ItUE-scene19.mp4,videoMLFmMo3ItUE-scene19.mp4,1718
collection/ruiheadstudio/flame_collections/talkvid/per_clip/videoR63JO1dNY_c-scene1236.npy,videoR63JO1dNY_c-scene1236,talkvid,0,videoR63JO1dNY_c-scene1236::seq_00000,R63JO1dNY_c__videoR63JO1dNY_c-scene1236,R63JO1dNY_c,videoR63JO1dNY_c-scene1236,https://www.youtube.com/watch?v=R63JO1dNY_c,videoR63JO1dNY_c-scene1236.mp4,161
collection/ruiheadstudio/flame_collections/talkvid/per_clip/videoTQo9NNYl1DY-scene52.npy,videoTQo9NNYl1DY-scene52,talkvid,0,videoTQo9NNYl1DY-scene52::seq_00000,TQo9NNYl1DY__videoTQo9NNYl1DY-scene52,TQo9NNYl1DY,videoTQo9NNYl1DY-scene52,https://www.youtube.com/watch?v=TQo9NNYl1DY,videoTQo9NNYl1DY-scene52.mp4,159
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video_LBb8Rqa29cQ-scene160.npy,video_LBb8Rqa29cQ-scene160,talkvid,0,video_LBb8Rqa29cQ-scene160::seq_00000,LBb8Rqa29cQ__video_LBb8Rqa29cQ-scene160,LBb8Rqa29cQ,video_LBb8Rqa29cQ-scene160,https://www.youtube.com/watch?v=LBb8Rqa29cQ,video_LBb8Rqa29cQ-scene160.mp4,154
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video_Yn0jlfgfQvk-scene4.npy,video_Yn0jlfgfQvk-scene4,talkvid,0,video_Yn0jlfgfQvk-scene4::seq_00000,Yn0jlfgfQvk__video_Yn0jlfgfQvk-scene4,Yn0jlfgfQvk,video_Yn0jlfgfQvk-scene4,https://www.youtube.com/watch?v=Yn0jlfgfQvk,video_Yn0jlfgfQvk-scene4.mp4,1300
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video_fPK39QKNw_g-scene40.npy,video_fPK39QKNw_g-scene40,talkvid,0,video_fPK39QKNw_g-scene40::seq_00000,fPK39QKNw_g__video_fPK39QKNw_g-scene40,fPK39QKNw_g,video_fPK39QKNw_g-scene40,https://www.youtube.com/watch?v=fPK39QKNw_g,video_fPK39QKNw_g-scene40.mp4,225
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video_q1Vms3_QMpI-scene1.npy,video_q1Vms3_QMpI-scene1,talkvid,0,video_q1Vms3_QMpI-scene1::seq_00000,q1Vms3_QMpI__video_q1Vms3_QMpI-scene1,q1Vms3_QMpI,video_q1Vms3_QMpI-scene1,https://www.youtube.com/watch?v=q1Vms3_QMpI,video_q1Vms3_QMpI-scene1.mp4,1177
collection/ruiheadstudio/flame_collections/talkvid/per_clip/video_sJw0Jgs2dM-scene85.npy,video_sJw0Jgs2dM-scene85,talkvid,0,video_sJw0Jgs2dM-scene85::seq_00000,https://youtu.be/_sJw0Jgs2dM?si=1PJ_ZHfweH13fC08__video_sJw0Jgs2dM-scene85,https://youtu.be/_sJw0Jgs2dM?si=1PJ_ZHfweH13fC08,video_sJw0Jgs2dM-scene85,https://youtu.be/_sJw0Jgs2dM?si=1PJ_ZHfweH13fC08,video_sJw0Jgs2dM-scene85.mp4,135
